route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
04,2,2145945,4A White Oaks Mall via Downtown,,0,105142,73862,0,0
04,2,2145944,4B White Oaks Mall via Downtown,,0,105143,73865,0,0
04,2,2145970,4A White Oaks Mall via Downtown,,0,105140,73862,0,0
04,2,2145969,4B White Oaks Mall via Downtown,,0,105142,73866,0,0
04,2,2145943,4A White Oaks Mall via Downtown,,0,105147,73862,0,0
04,2,2145968,4A White Oaks Mall via Downtown,,0,105143,73863,0,0
04,2,2145967,4B White Oaks Mall via Downtown,,0,105146,73866,0,0
04,2,2145966,4A White Oaks Mall via Downtown,,0,105139,73863,0,0
04,2,2145965,4B White Oaks Mall via Downtown,,0,105140,73866,0,0
04,2,2145964,4A White Oaks Mall via Downtown,,0,105142,73863,0,0
04,2,2145963,4B White Oaks Mall via Downtown,,0,105141,73866,0,0
04,2,2145962,4A White Oaks Mall via Downtown,,0,105147,73863,0,0
04,2,2145961,4B White Oaks Mall via Downtown,,0,105143,73866,0,0
04,2,2145960,4A White Oaks Mall via Downtown,,0,105139,73863,0,0
04,2,2145959,4B White Oaks Mall via Downtown,,0,105140,73866,0,0
04,2,2145958,4A White Oaks Mall via Downtown,,0,105142,73863,0,0
04,2,2145957,4B White Oaks Mall via Downtown,,0,105141,73866,0,0
04,2,2145956,4A White Oaks Mall via Downtown,,0,105143,73863,0,0
04,2,2145955,4B White Oaks Mall via Downtown,,0,105139,73866,0,0
